SessionID,WindowNumber,WindowEnd,WindowStart
24825213,36.0,1398383050349,1398383040349
24825213,37.0,1398383060349,1398383050349
24825213,38.0,1398383070349,1398383060349
24825213,39.0,1398383080349,1398383070349
24825213,40.0,1398383090349,1398383080349
24825213,41.0,1398383100349,1398383090349
24825213,42.0,1398383110349,1398383100349
24825213,43.0,1398383120349,1398383110349
24825213,44.0,1398383130349,1398383120349
24825213,45.0,1398383140349,1398383130349
24825213,46.0,1398383150349,1398383140349
24825213,47.0,1398383160349,1398383150349
24825213,48.0,1398383170349,1398383160349
24825213,49.0,1398383180349,1398383170349
24825213,50.0,1398383190349,1398383180349
24825213,51.0,1398383200349,1398383190349
24825213,52.0,1398383210349,1398383200349
24825213,53.0,1398383220349,1398383210349
24825213,54.0,1398383230349,1398383220349
24825213,55.0,1398383240349,1398383230349
24825213,56.0,1398383250349,1398383240349
24825213,57.0,1398383260349,1398383250349
24825213,58.0,1398383270349,1398383260349
24825213,59.0,1398383280349,1398383270349
24825213,60.0,1398383290349,1398383280349
24825213,61.0,1398383300349,1398383290349
24825213,62.0,1398383310349,1398383300349
24825213,63.0,1398383320349,1398383310349
24825213,64.0,1398383330349,1398383320349
24825213,65.0,1398383340349,1398383330349
24825213,66.0,1398383350349,1398383340349
24825213,67.0,1398383360349,1398383350349
24825213,68.0,1398383370349,1398383360349
24825213,69.0,1398383380349,1398383370349
24825213,70.0,1398383390349,1398383380349
24825213,71.0,1398383400349,1398383390349
24825213,72.0,1398383410349,1398383400349
24825213,73.0,1398383420349,1398383410349
24825213,74.0,1398383430349,1398383420349
24825213,75.0,1398383440349,1398383430349
24825213,76.0,1398383450349,1398383440349
24825213,77.0,1398383460349,1398383450349
24825213,78.0,1398383470349,1398383460349
24825213,79.0,1398383480349,1398383470349
24825213,80.0,1398383490349,1398383480349
24825213,81.0,1398383500349,1398383490349
24825213,82.0,1398383510349,1398383500349
24825213,83.0,1398383520349,1398383510349
24825213,84.0,1398383530349,1398383520349
24825213,85.0,1398383540349,1398383530349
24825213,86.0,1398383550349,1398383540349
24825215,0.0,1398553862255,1398553852255
24825215,1.0,1398553872255,1398553862255
24825215,2.0,1398553882255,1398553872255
24825215,3.0,1398553892255,1398553882255
24825215,4.0,1398553902255,1398553892255
24825215,5.0,1398553912255,1398553902255
24825215,6.0,1398553922255,1398553912255
24825215,7.0,1398553932255,1398553922255
24825215,8.0,1398553942255,1398553932255
24825215,9.0,1398553952255,1398553942255
24825215,10.0,1398553962255,1398553952255
24825215,11.0,1398553972255,1398553962255
24825215,12.0,1398553982255,1398553972255
24825215,13.0,1398553992255,1398553982255
24825215,14.0,1398554002255,1398553992255
24825215,15.0,1398554012255,1398554002255
24825215,16.0,1398554022255,1398554012255
24825215,17.0,1398554032255,1398554022255
24825215,18.0,1398554042255,1398554032255
24825215,19.0,1398554052255,1398554042255
24825215,20.0,1398554062255,1398554052255
24825215,21.0,1398554072255,1398554062255
24825215,22.0,1398554082255,1398554072255
24825215,23.0,1398554092255,1398554082255
24825215,24.0,1398554102255,1398554092255
24825215,25.0,1398554112255,1398554102255
24825215,26.0,1398554122255,1398554112255
24825215,27.0,1398554132255,1398554122255
24825215,28.0,1398554142255,1398554132255
24825215,29.0,1398554152255,1398554142255
24825215,30.0,1398554162255,1398554152255
24825215,31.0,1398554172255,1398554162255
24825215,32.0,1398554182255,1398554172255
24825215,33.0,1398554192255,1398554182255
24825215,34.0,1398554202255,1398554192255
24825215,35.0,1398554212255,1398554202255
24825215,36.0,1398554222255,1398554212255
24825215,37.0,1398554232255,1398554222255
24825215,38.0,1398554242255,1398554232255
24825215,39.0,1398554252255,1398554242255
24825215,40.0,1398554262255,1398554252255
24825215,41.0,1398554272255,1398554262255
24825215,42.0,1398554282255,1398554272255
24825215,43.0,1398554292255,1398554282255
24825215,44.0,1398554302255,1398554292255
24825215,45.0,1398554312255,1398554302255
24825215,46.0,1398554322255,1398554312255
24825215,47.0,1398554332255,1398554322255
24825215,48.0,1398554342255,1398554332255
24825215,49.0,1398554352255,1398554342255
24825215,50.0,1398554362255,1398554352255
24825215,51.0,1398554372255,1398554362255
24825215,52.0,1398554382255,1398554372255
24825215,53.0,1398554392255,1398554382255
24825215,54.0,1398554402255,1398554392255
24825215,55.0,1398554412255,1398554402255
24825215,56.0,1398554422255,1398554412255
24825215,57.0,1398554432255,1398554422255
24825215,58.0,1398554442255,1398554432255
24825215,59.0,1398554452255,1398554442255
24825215,60.0,1398554462255,1398554452255
24825215,61.0,1398554472255,1398554462255
24825215,62.0,1398554482255,1398554472255
24825215,63.0,1398554492255,1398554482255
24825215,64.0,1398554502255,1398554492255
24825215,65.0,1398554512255,1398554502255
24825215,66.0,1398554522255,1398554512255
24825215,67.0,1398554532255,1398554522255
24825215,68.0,1398554542255,1398554532255
24825215,69.0,1398554552255,1398554542255
24825215,70.0,1398554562255,1398554552255
24825215,71.0,1398554572255,1398554562255
24825215,72.0,1398554582255,1398554572255
24825215,73.0,1398554592255,1398554582255
24825215,74.0,1398554602255,1398554592255
24825215,75.0,1398554612255,1398554602255
24825215,76.0,1398554622255,1398554612255
24825215,77.0,1398554632255,1398554622255
24825215,78.0,1398554642255,1398554632255
24825215,79.0,1398554652255,1398554642255
24825215,80.0,1398554662255,1398554652255
24825217,0.0,1398554801548,1398554791548
24825217,1.0,1398554811548,1398554801548
24825217,2.0,1398554821548,1398554811548
24825217,3.0,1398554831548,1398554821548
24825217,4.0,1398554841548,1398554831548
24825217,5.0,1398554851548,1398554841548
24825217,6.0,1398554861548,1398554851548
24825217,7.0,1398554871548,1398554861548
24825217,8.0,1398554881548,1398554871548
24825217,9.0,1398554891548,1398554881548
24825217,10.0,1398554901548,1398554891548
24825217,11.0,1398554911548,1398554901548
24825217,12.0,1398554921548,1398554911548
24825217,13.0,1398554931548,1398554921548
24825217,14.0,1398554941548,1398554931548
24825217,15.0,1398554951548,1398554941548
24825217,16.0,1398554961548,1398554951548
24825217,17.0,1398554971548,1398554961548
24825217,18.0,1398554981548,1398554971548
24825217,19.0,1398554991548,1398554981548
24825217,20.0,1398555001548,1398554991548
24825217,21.0,1398555011548,1398555001548
24825217,22.0,1398555021548,1398555011548
24825217,23.0,1398555031548,1398555021548
24825217,24.0,1398555041548,1398555031548
24825217,25.0,1398555051548,1398555041548
24825217,26.0,1398555061548,1398555051548
24825217,27.0,1398555071548,1398555061548
24825217,28.0,1398555081548,1398555071548
24825217,29.0,1398555091548,1398555081548
24825217,30.0,1398555101548,1398555091548
24825217,31.0,1398555111548,1398555101548
24825217,32.0,1398555121548,1398555111548
24825217,33.0,1398555131548,1398555121548
24825217,34.0,1398555141548,1398555131548
24825217,35.0,1398555151548,1398555141548
24825217,36.0,1398555161548,1398555151548
24825217,37.0,1398555171548,1398555161548
24825217,38.0,1398555181548,1398555171548
24825217,39.0,1398555191548,1398555181548
24825217,40.0,1398555201548,1398555191548
24825217,41.0,1398555211548,1398555201548
24825217,42.0,1398555221548,1398555211548
24825217,43.0,1398555231548,1398555221548
24825217,44.0,1398555241548,1398555231548
24825217,45.0,1398555251548,1398555241548
24825217,46.0,1398555261548,1398555251548
24825217,47.0,1398555271548,1398555261548
24825217,48.0,1398555281548,1398555271548
24825217,49.0,1398555291548,1398555281548
24825217,50.0,1398555301548,1398555291548
24825217,51.0,1398555311548,1398555301548
24825217,52.0,1398555321548,1398555311548
24825217,53.0,1398555331548,1398555321548
24825217,54.0,1398555341548,1398555331548
24825217,55.0,1398555351548,1398555341548
24825217,56.0,1398555361548,1398555351548
24825217,57.0,1398555371548,1398555361548
24825217,58.0,1398555381548,1398555371548
24825217,59.0,1398555391548,1398555381548
24825217,60.0,1398555401548,1398555391548
24825217,61.0,1398555411548,1398555401548
24825217,62.0,1398555421548,1398555411548
24825217,63.0,1398555431548,1398555421548
24825217,64.0,1398555441548,1398555431548
24825217,65.0,1398555451548,1398555441548
24825217,66.0,1398555461548,1398555451548
24825217,67.0,1398555471548,1398555461548
24825217,68.0,1398555481548,1398555471548
24825217,69.0,1398555491548,1398555481548
24825217,70.0,1398555501548,1398555491548
24825217,71.0,1398555511548,1398555501548
24825217,72.0,1398555521548,1398555511548
24825217,73.0,1398555531548,1398555521548
24825217,74.0,1398555541548,1398555531548
24825217,75.0,1398555551548,1398555541548
24825217,76.0,1398555561548,1398555551548
24825217,77.0,1398555571548,1398555561548
24825217,78.0,1398555581548,1398555571548
24825217,79.0,1398555591548,1398555581548
24825217,80.0,1398555601548,1398555591548
24825217,81.0,1398555611548,1398555601548
24825217,82.0,1398555621548,1398555611548
24825217,83.0,1398555631548,1398555621548
24825217,84.0,1398555641548,1398555631548
24825217,85.0,1398555651548,1398555641548
24825217,86.0,1398555661548,1398555651548
24825217,87.0,1398555671548,1398555661548
24825217,88.0,1398555681548,1398555671548
24825217,89.0,1398555691548,1398555681548
24825217,90.0,1398555701548,1398555691548
24825217,91.0,1398555711548,1398555701548
24825217,92.0,1398555721548,1398555711548
24825217,93.0,1398555731548,1398555721548
24825217,94.0,1398555741548,1398555731548
24825217,95.0,1398555751548,1398555741548
24825217,96.0,1398555761548,1398555751548
24825217,97.0,1398555771548,1398555761548
24825217,98.0,1398555781548,1398555771548
24825217,99.0,1398555791548,1398555781548
24825217,100.0,1398555801548,1398555791548
24825217,101.0,1398555811548,1398555801548
24825217,102.0,1398555821548,1398555811548
24825217,103.0,1398555831548,1398555821548
24825217,104.0,1398555841548,1398555831548
24825217,105.0,1398555851548,1398555841548
24825217,106.0,1398555861548,1398555851548
24825217,107.0,1398555871548,1398555861548
24825217,108.0,1398555881548,1398555871548
24825223,0.0,1398640868791,1398640858791
24825223,1.0,1398640878791,1398640868791
24825223,2.0,1398640888791,1398640878791
24825223,3.0,1398640898791,1398640888791
24825223,4.0,1398640908791,1398640898791
24825223,5.0,1398640918791,1398640908791
24825223,6.0,1398640928791,1398640918791
24825223,7.0,1398640938791,1398640928791
24825223,8.0,1398640948791,1398640938791
24825223,9.0,1398640958791,1398640948791
24825223,10.0,1398640968791,1398640958791
24825223,11.0,1398640978791,1398640968791
24825223,12.0,1398640988791,1398640978791
24825223,13.0,1398640998791,1398640988791
24825223,14.0,1398641008791,1398640998791
24825223,15.0,1398641018791,1398641008791
24825223,16.0,1398641028791,1398641018791
24825223,17.0,1398641038791,1398641028791
24825223,18.0,1398641048791,1398641038791
24825223,19.0,1398641058791,1398641048791
24825223,20.0,1398641068791,1398641058791
24825223,21.0,1398641078791,1398641068791
24825223,22.0,1398641088791,1398641078791
24825223,23.0,1398641098791,1398641088791
24825223,24.0,1398641108791,1398641098791
24825223,25.0,1398641118791,1398641108791
24825223,26.0,1398641128791,1398641118791
24825223,27.0,1398641138791,1398641128791
24825223,28.0,1398641148791,1398641138791
24825223,29.0,1398641158791,1398641148791
24825223,30.0,1398641168791,1398641158791
24825223,31.0,1398641178791,1398641168791
24825223,32.0,1398641188791,1398641178791
24825223,33.0,1398641198791,1398641188791
24825223,34.0,1398641208791,1398641198791
24825223,35.0,1398641218791,1398641208791
24825223,36.0,1398641228791,1398641218791
24825223,37.0,1398641238791,1398641228791
24825223,38.0,1398641248791,1398641238791
24825223,39.0,1398641258791,1398641248791
24825223,40.0,1398641268791,1398641258791
24825223,41.0,1398641278791,1398641268791
24825223,42.0,1398641288791,1398641278791
24825223,43.0,1398641298791,1398641288791
24825223,44.0,1398641308791,1398641298791
24825223,45.0,1398641318791,1398641308791
24825223,46.0,1398641328791,1398641318791
24825223,47.0,1398641338791,1398641328791
24825223,48.0,1398641348791,1398641338791
24825223,49.0,1398641358791,1398641348791
24825223,50.0,1398641368791,1398641358791
24825223,51.0,1398641378791,1398641368791
24825223,52.0,1398641388791,1398641378791
24825223,53.0,1398641398791,1398641388791
24825223,54.0,1398641408791,1398641398791
24825223,55.0,1398641418791,1398641408791
24825223,56.0,1398641428791,1398641418791
24825223,57.0,1398641438791,1398641428791
24825223,58.0,1398641448791,1398641438791
24825223,59.0,1398641458791,1398641448791
24825223,60.0,1398641468791,1398641458791
24825223,61.0,1398641478791,1398641468791
24825223,62.0,1398641488791,1398641478791
24825223,63.0,1398641498791,1398641488791
24825223,64.0,1398641508791,1398641498791
24825223,65.0,1398641518791,1398641508791
24825223,66.0,1398641528791,1398641518791
24825223,67.0,1398641538791,1398641528791
24825223,68.0,1398641548791,1398641538791
24825223,69.0,1398641558791,1398641548791
24825223,70.0,1398641568791,1398641558791
24825223,71.0,1398641578791,1398641568791
24825223,72.0,1398641588791,1398641578791
24825223,73.0,1398641598791,1398641588791
24825223,74.0,1398641608791,1398641598791
24825223,75.0,1398641618791,1398641608791
24825223,76.0,1398641628791,1398641618791
24825223,77.0,1398641638791,1398641628791
24825223,78.0,1398641648791,1398641638791
24825223,79.0,1398641658791,1398641648791
24825223,80.0,1398641668791,1398641658791
24825223,81.0,1398641678791,1398641668791
24825224,0.0,1398641777607,1398641767607
24825224,1.0,1398641787607,1398641777607
24825224,2.0,1398641797607,1398641787607
24825224,3.0,1398641807607,1398641797607
24825224,4.0,1398641817607,1398641807607
24825224,5.0,1398641827607,1398641817607
24825224,6.0,1398641837607,1398641827607
24825224,7.0,1398641847607,1398641837607
24825224,8.0,1398641857607,1398641847607
24825224,9.0,1398641867607,1398641857607
24825224,10.0,1398641877607,1398641867607
24825224,11.0,1398641887607,1398641877607
24825224,12.0,1398641897607,1398641887607
24825224,13.0,1398641907607,1398641897607
24825224,14.0,1398641917607,1398641907607
24825224,15.0,1398641927607,1398641917607
24825224,16.0,1398641937607,1398641927607
24825224,17.0,1398641947607,1398641937607
24825224,18.0,1398641957607,1398641947607
24825224,19.0,1398641967607,1398641957607
24825224,20.0,1398641977607,1398641967607
24825224,21.0,1398641987607,1398641977607
24825224,22.0,1398641997607,1398641987607
24825224,23.0,1398642007607,1398641997607
24825224,24.0,1398642017607,1398642007607
24825224,25.0,1398642027607,1398642017607
24825224,26.0,1398642037607,1398642027607
24825224,27.0,1398642047607,1398642037607
24825224,28.0,1398642057607,1398642047607
24825224,29.0,1398642067607,1398642057607
24825224,30.0,1398642077607,1398642067607
24825224,31.0,1398642087607,1398642077607
24825224,32.0,1398642097607,1398642087607
24825224,33.0,1398642107607,1398642097607
24825224,34.0,1398642117607,1398642107607
24825224,35.0,1398642127607,1398642117607
24825224,36.0,1398642137607,1398642127607
24825224,37.0,1398642147607,1398642137607
24825224,38.0,1398642157607,1398642147607
24825224,39.0,1398642167607,1398642157607
24825224,40.0,1398642177607,1398642167607
24825224,41.0,1398642187607,1398642177607
24825224,42.0,1398642197607,1398642187607
24825224,43.0,1398642207607,1398642197607
24825224,44.0,1398642217607,1398642207607
24825224,45.0,1398642227607,1398642217607
24825224,46.0,1398642237607,1398642227607
24825224,47.0,1398642247607,1398642237607
24825224,48.0,1398642257607,1398642247607
24825224,49.0,1398642267607,1398642257607
24825224,50.0,1398642277607,1398642267607
24825224,51.0,1398642287607,1398642277607
24825224,52.0,1398642297607,1398642287607
24825224,53.0,1398642307607,1398642297607
24825224,54.0,1398642317607,1398642307607
24825224,55.0,1398642327607,1398642317607
24825224,56.0,1398642337607,1398642327607
24825224,57.0,1398642347607,1398642337607
24825224,58.0,1398642357607,1398642347607
24825224,59.0,1398642367607,1398642357607
24825224,60.0,1398642377607,1398642367607
24825224,61.0,1398642387607,1398642377607
24825224,62.0,1398642397607,1398642387607
24825224,63.0,1398642407607,1398642397607
24825224,64.0,1398642417607,1398642407607
24825224,65.0,1398642427607,1398642417607
24825224,66.0,1398642437607,1398642427607
24825224,67.0,1398642447607,1398642437607
24825224,68.0,1398642457607,1398642447607
24825224,69.0,1398642467607,1398642457607
24825224,70.0,1398642477607,1398642467607
24825224,71.0,1398642487607,1398642477607
24825224,72.0,1398642497607,1398642487607
24825224,73.0,1398642507607,1398642497607
24825224,74.0,1398642517607,1398642507607
24825224,75.0,1398642527607,1398642517607
24825224,76.0,1398642537607,1398642527607
24825224,77.0,1398642547607,1398642537607
24825224,78.0,1398642557607,1398642547607
24825224,79.0,1398642567607,1398642557607
24825224,80.0,1398642577607,1398642567607
24825224,81.0,1398642587607,1398642577607
24825224,82.0,1398642597607,1398642587607
24825224,83.0,1398642607607,1398642597607
24825224,84.0,1398642617607,1398642607607
24825224,85.0,1398642627607,1398642617607
24825224,86.0,1398642637607,1398642627607
24825224,87.0,1398642647607,1398642637607
24825224,88.0,1398642657607,1398642647607
25648702,0.0,1399423874135,1399423864135
25648702,1.0,1399423884135,1399423874135
25648702,2.0,1399423894135,1399423884135
25648702,3.0,1399423904135,1399423894135
25648702,4.0,1399423914135,1399423904135
25648702,5.0,1399423924135,1399423914135
25648702,6.0,1399423934135,1399423924135
25648702,7.0,1399423944135,1399423934135
25648702,8.0,1399423954135,1399423944135
25648702,9.0,1399423964135,1399423954135
25648702,10.0,1399423974135,1399423964135
25648702,11.0,1399423984135,1399423974135
25648702,12.0,1399423994135,1399423984135
25648702,13.0,1399424004135,1399423994135
25648702,14.0,1399424014135,1399424004135
25648702,15.0,1399424024135,1399424014135
25648702,16.0,1399424034135,1399424024135
25648702,17.0,1399424044135,1399424034135
25648702,18.0,1399424054135,1399424044135
25648702,19.0,1399424064135,1399424054135
25648702,20.0,1399424074135,1399424064135
25648702,21.0,1399424084135,1399424074135
25648702,22.0,1399424094135,1399424084135
25648702,23.0,1399424104135,1399424094135
25648702,24.0,1399424114135,1399424104135
25648702,25.0,1399424124135,1399424114135
25648702,26.0,1399424134135,1399424124135
25648702,27.0,1399424144135,1399424134135
25648702,28.0,1399424154135,1399424144135
25648702,29.0,1399424164135,1399424154135
25648702,30.0,1399424174135,1399424164135
25648702,31.0,1399424184135,1399424174135
25648702,32.0,1399424194135,1399424184135
25648702,33.0,1399424204135,1399424194135
25648702,34.0,1399424214135,1399424204135
25648702,35.0,1399424224135,1399424214135
25648702,36.0,1399424234135,1399424224135
25648702,37.0,1399424244135,1399424234135
25648702,38.0,1399424254135,1399424244135
25648702,39.0,1399424264135,1399424254135
25648702,40.0,1399424274135,1399424264135
25648702,41.0,1399424284135,1399424274135
25648702,42.0,1399424294135,1399424284135
25648702,43.0,1399424304135,1399424294135
25648702,44.0,1399424314135,1399424304135
25648702,45.0,1399424324135,1399424314135
25648702,46.0,1399424334135,1399424324135
25648702,47.0,1399424344135,1399424334135
25648702,48.0,1399424354135,1399424344135
25648702,49.0,1399424364135,1399424354135
25648702,50.0,1399424374135,1399424364135
25648702,51.0,1399424384135,1399424374135
25648702,52.0,1399424394135,1399424384135
25648702,53.0,1399424404135,1399424394135
25648702,54.0,1399424414135,1399424404135
25648702,55.0,1399424424135,1399424414135
25648702,56.0,1399424434135,1399424424135
25648702,57.0,1399424444135,1399424434135
25648702,58.0,1399424454135,1399424444135
25648702,59.0,1399424464135,1399424454135
25648702,60.0,1399424474135,1399424464135
25648702,61.0,1399424484135,1399424474135
25648702,62.0,1399424494135,1399424484135
25648702,63.0,1399424504135,1399424494135
25648702,64.0,1399424514135,1399424504135
25648702,65.0,1399424524135,1399424514135
25648702,66.0,1399424534135,1399424524135
25648702,67.0,1399424544135,1399424534135
25648702,68.0,1399424554135,1399424544135
25648702,69.0,1399424564135,1399424554135
25648702,70.0,1399424574135,1399424564135
25648702,71.0,1399424584135,1399424574135
25648702,72.0,1399424594135,1399424584135
25648702,73.0,1399424604135,1399424594135
25648702,74.0,1399424614135,1399424604135
25648702,75.0,1399424624135,1399424614135
25648702,76.0,1399424634135,1399424624135
25648702,77.0,1399424644135,1399424634135
25648702,78.0,1399424654135,1399424644135
25648702,79.0,1399424664135,1399424654135
25648702,80.0,1399424674135,1399424664135
25648702,81.0,1399424684135,1399424674135
25648702,82.0,1399424694135,1399424684135
25648702,83.0,1399424704135,1399424694135
25648702,84.0,1399424714135,1399424704135
25648702,85.0,1399424724135,1399424714135
25648702,86.0,1399424734135,1399424724135
25648702,87.0,1399424744135,1399424734135
25648702,88.0,1399424754135,1399424744135
25648702,89.0,1399424764135,1399424754135
25648702,90.0,1399424774135,1399424764135
25648702,91.0,1399424784135,1399424774135
25648702,92.0,1399424794135,1399424784135
25648702,93.0,1399424804135,1399424794135
25648702,94.0,1399424814135,1399424804135
25648702,95.0,1399424824135,1399424814135
25648702,96.0,1399424834135,1399424824135
25648702,97.0,1399424844135,1399424834135
25648702,98.0,1399424854135,1399424844135
25648702,99.0,1399424864135,1399424854135
25648702,100.0,1399424874135,1399424864135
25648702,101.0,1399424884135,1399424874135
25648702,102.0,1399424894135,1399424884135
25648702,103.0,1399424904135,1399424894135
25648702,104.0,1399424914135,1399424904135
25648702,105.0,1399424924135,1399424914135
25648702,106.0,1399424934135,1399424924135
25648702,107.0,1399424944135,1399424934135
25648702,108.0,1399424954135,1399424944135
25648702,109.0,1399424964135,1399424954135
25648702,110.0,1399424974135,1399424964135
25648702,111.0,1399424984135,1399424974135
25648702,112.0,1399424994135,1399424984135
25648702,113.0,1399425004135,1399424994135
25648702,114.0,1399425014135,1399425004135
25648702,115.0,1399425024135,1399425014135
25648702,116.0,1399425034135,1399425024135
25648702,117.0,1399425044135,1399425034135
25648702,118.0,1399425054135,1399425044135
25648702,119.0,1399425064135,1399425054135
25648702,120.0,1399425074135,1399425064135
25648702,121.0,1399425084135,1399425074135
25648702,122.0,1399425094135,1399425084135
25648702,123.0,1399425104135,1399425094135
25648702,124.0,1399425114135,1399425104135
25648702,125.0,1399425124135,1399425114135
25648702,126.0,1399425134135,1399425124135
25648702,127.0,1399425144135,1399425134135
25648702,128.0,1399425154135,1399425144135
25648702,129.0,1399425164135,1399425154135
25648702,130.0,1399425174135,1399425164135
25648702,131.0,1399425184135,1399425174135
25648702,132.0,1399425194135,1399425184135
25648702,133.0,1399425204135,1399425194135
25648702,134.0,1399425214135,1399425204135
25648702,135.0,1399425224135,1399425214135
25648702,136.0,1399425234135,1399425224135
25648702,137.0,1399425244135,1399425234135
25648702,138.0,1399425254135,1399425244135
25648702,139.0,1399425264135,1399425254135
25648702,140.0,1399425274135,1399425264135
25648702,141.0,1399425284135,1399425274135
25648702,142.0,1399425294135,1399425284135
25648702,143.0,1399425304135,1399425294135
25648702,144.0,1399425314135,1399425304135
25648702,145.0,1399425324135,1399425314135
25648702,146.0,1399425334135,1399425324135
25648702,147.0,1399425344135,1399425334135
25648702,148.0,1399425354135,1399425344135
25648702,149.0,1399425364135,1399425354135
25648702,150.0,1399425374135,1399425364135
25648702,151.0,1399425384135,1399425374135
25648702,152.0,1399425394135,1399425384135
25648702,153.0,1399425404135,1399425394135
25648702,154.0,1399425414135,1399425404135
25648702,155.0,1399425424135,1399425414135
25648702,156.0,1399425434135,1399425424135
25648702,157.0,1399425444135,1399425434135
25648702,158.0,1399425454135,1399425444135
25648702,159.0,1399425464135,1399425454135
25648702,160.0,1399425474135,1399425464135
25648705,0.0,1399508586972,1399508576972
25648705,1.0,1399508596972,1399508586972
25648705,2.0,1399508606972,1399508596972
25648705,3.0,1399508616972,1399508606972
25648705,4.0,1399508626972,1399508616972
25648705,5.0,1399508636972,1399508626972
25648705,6.0,1399508646972,1399508636972
25648705,7.0,1399508656972,1399508646972
25648705,8.0,1399508666972,1399508656972
25648705,9.0,1399508676972,1399508666972
25648705,10.0,1399508686972,1399508676972
25648705,11.0,1399508696972,1399508686972
25648705,12.0,1399508706972,1399508696972
25648705,13.0,1399508716972,1399508706972
25648705,14.0,1399508726972,1399508716972
25648705,15.0,1399508736972,1399508726972
25648705,16.0,1399508746972,1399508736972
25648705,17.0,1399508756972,1399508746972
25648705,18.0,1399508766972,1399508756972
25648705,19.0,1399508776972,1399508766972
25648705,20.0,1399508786972,1399508776972
25648705,21.0,1399508796972,1399508786972
25648705,22.0,1399508806972,1399508796972
25648705,23.0,1399508816972,1399508806972
25648705,24.0,1399508826972,1399508816972
25648705,25.0,1399508836972,1399508826972
25648705,26.0,1399508846972,1399508836972
25648705,27.0,1399508856972,1399508846972
25648705,28.0,1399508866972,1399508856972
25648705,29.0,1399508876972,1399508866972
25648705,30.0,1399508886972,1399508876972
25648705,31.0,1399508896972,1399508886972
25648705,32.0,1399508906972,1399508896972
25648705,33.0,1399508916972,1399508906972
25648705,34.0,1399508926972,1399508916972
25648705,35.0,1399508936972,1399508926972
25648705,36.0,1399508946972,1399508936972
25648705,37.0,1399508956972,1399508946972
25648705,38.0,1399508966972,1399508956972
25648705,39.0,1399508976972,1399508966972
25648705,40.0,1399508986972,1399508976972
25648705,41.0,1399508996972,1399508986972
25648705,42.0,1399509006972,1399508996972
25648705,43.0,1399509016972,1399509006972
25648705,44.0,1399509026972,1399509016972
25648705,45.0,1399509036972,1399509026972
25648705,46.0,1399509046972,1399509036972
25648705,47.0,1399509056972,1399509046972
25648705,48.0,1399509066972,1399509056972
25648705,49.0,1399509076972,1399509066972
25648705,50.0,1399509086972,1399509076972
25648705,51.0,1399509096972,1399509086972
25648705,52.0,1399509106972,1399509096972
25648705,53.0,1399509116972,1399509106972
25648705,54.0,1399509126972,1399509116972
25648705,55.0,1399509136972,1399509126972
25648705,56.0,1399509146972,1399509136972
25648705,57.0,1399509156972,1399509146972
25648705,58.0,1399509166972,1399509156972
25648705,59.0,1399509176972,1399509166972
25648705,60.0,1399509186972,1399509176972
25648705,61.0,1399509196972,1399509186972
25648705,62.0,1399509206972,1399509196972
25648705,63.0,1399509216972,1399509206972
25648705,64.0,1399509226972,1399509216972
25648705,65.0,1399509236972,1399509226972
25648705,66.0,1399509246972,1399509236972
25648705,67.0,1399509256972,1399509246972
25648705,68.0,1399509266972,1399509256972
25648705,69.0,1399509276972,1399509266972
25648705,70.0,1399509286972,1399509276972
25648705,71.0,1399509296972,1399509286972
25648705,72.0,1399509306972,1399509296972
25648705,73.0,1399509316972,1399509306972
25648705,74.0,1399509326972,1399509316972
25648705,75.0,1399509336972,1399509326972
25648705,76.0,1399509346972,1399509336972
25648705,77.0,1399509356972,1399509346972
25648705,78.0,1399509366972,1399509356972
25648705,79.0,1399509376972,1399509366972
25648705,80.0,1399509386972,1399509376972
25648705,81.0,1399509396972,1399509386972
25648705,82.0,1399509406972,1399509396972
25648705,83.0,1399509416972,1399509406972
25648705,84.0,1399509426972,1399509416972
25648705,85.0,1399509436972,1399509426972
25648705,86.0,1399509446972,1399509436972
25648705,87.0,1399509456972,1399509446972
25648705,88.0,1399509466972,1399509456972
25648705,89.0,1399509476972,1399509466972
25648705,90.0,1399509486972,1399509476972
25648705,91.0,1399509496972,1399509486972
25648705,92.0,1399509506972,1399509496972
25648705,93.0,1399509516972,1399509506972
25648705,94.0,1399509526972,1399509516972
25648705,95.0,1399509536972,1399509526972
25648705,96.0,1399509546972,1399509536972
25648705,97.0,1399509556972,1399509546972
25648705,98.0,1399509566972,1399509556972
25648705,99.0,1399509576972,1399509566972
25648705,100.0,1399509586972,1399509576972
25648705,101.0,1399509596972,1399509586972
25648705,102.0,1399509606972,1399509596972
25648705,103.0,1399509616972,1399509606972
25648705,104.0,1399509626972,1399509616972
25648705,105.0,1399509636972,1399509626972
25648709,0.0,1399594225999,1399594215999
25648709,1.0,1399594235999,1399594225999
25648709,2.0,1399594245999,1399594235999
25648709,3.0,1399594255999,1399594245999
25648709,4.0,1399594265999,1399594255999
25648709,5.0,1399594275999,1399594265999
25648709,6.0,1399594285999,1399594275999
25648709,7.0,1399594295999,1399594285999
25648709,8.0,1399594305999,1399594295999
25648709,9.0,1399594315999,1399594305999
25648709,10.0,1399594325999,1399594315999
25648709,11.0,1399594335999,1399594325999
25648709,12.0,1399594345999,1399594335999
25648709,13.0,1399594355999,1399594345999
25648709,14.0,1399594365999,1399594355999
25648709,15.0,1399594375999,1399594365999
25648709,16.0,1399594385999,1399594375999
25648709,17.0,1399594395999,1399594385999
25648709,18.0,1399594405999,1399594395999
